asin,page,review_id,title,rating,author,date_text,body,verified_purchase,helpful_votes,variant,Flavor,Date,Month,sent_compound,sent_label
B07HRJ2VPK,1,customer_review-RBCD5BC6J1M2J,5.0 out of 5 stars,5.0,Ryan,"Reviewed in the United States on September 5, 2025","Love it, be careful not to get addicted",True,0,Flavor Name: Classic Milk Tea Size: 25 Servings,Classic Milk Tea,2025-09-05,2025-09-01,0.7003,pos
B07HRJ2VPK,1,customer_review-R2BQICS2VVG29D,3.0 out of 5 stars,3.0,Andrew,"Reviewed in the United States on September 4, 2025","At first, the flavor wasn’t great, but the more I tried it, the better it tasted. I really liked the Viet Coffee—it reminded me of an espresso. I would definitely buy it again if I was craving coffee. Overall, I’d give it a 5/10.",True,0,Flavor Name: Vietnamese Coffee Size: 19 Servings,Vietnamese Coffee,2025-09-04,2025-09-01,0.9336,pos
B07HRJ2VPK,1,customer_review-R28CQPT54CSIWR,4.0 out of 5 stars,4.0,Elle,"Reviewed in the United States on August 20, 2025","This tastes delicious just like boba, BUT OMG the caffeine in it killed my stomach. I drank it this morning around 8am and it’s 10pm and I’m still suffering from anxiety and stomach pain, I took some magnesium but it worked for only a short time.  I had it last night and it took me a bit to fall asleep but I had taken Magnesium and melatonin. I don’t think I could drink this again unless I was about to run or do something super super active. It makes me sad because I was happy it tasted good and the macros aren’t bad and it’s a good amount in the package.",True,0,Flavor Name: Classic Milk Tea Size: 25 Servings,Classic Milk Tea,2025-08-20,2025-08-01,0.6486,pos
B07HRJ2VPK,1,customer_review-R3U5ZYAMZWYGIV,5.0 out of 5 stars,5.0,Travista,"Reviewed in the United States on August 13, 2025","Pretty good. Its obviously not a 1 to 1 taste to normal (with sugar) milk tea. Its just the monk fruit that has a ""taste"". If you're use to alternative sweeteners or monk fruit i don't think you would notice the taste so this would be a perfect. I stop noticing the flavor discrepancy after 2-4 sips then it taste completely fine. Do not try using boiling water or anything hot to dissolve or mix this will make the protein powder curdle and it'll be like drinking cottage cheese. I did this and gave the product the benefit of the doubt after googling how protein powder works. If it clumps most likely whatever you used as your liquid was to hot. Have had deliciously smooth drinks dissolving the powder is faucet warm, room temp,and cold liquids.",True,2,Flavor Name: Classic Milk Tea Size: 25 Servings,Classic Milk Tea,2025-08-13,2025-08-01,0.9476,pos
B07HRJ2VPK,1,customer_review-R21P1NXUFX9J2Z,3.0 out of 5 stars,3.0,Rachael DeVeau,"Reviewed in the United States on August 10, 2025","The taste is off and not appealing. I lived in Hong Kong for a while and know what Vietnamese coffee tastes like. I am by no means a coffee snob; I like instant coffee. Experimenting, trying lots of different ways to make coffee has caused me like a wide variety of flavors. Unfortunately there is something off about the taste of this. I’m going to guess it’s the monk fruit sweeter??? Not sure. I don’t think I have refined pallet and didnt think I would notice anything off about the taste. But it’s so bad I’m not sure what I’ll do with the bag :(",True,0,Flavor Name: Vietnamese Coffee Size: 19 Servings,Vietnamese Coffee,2025-08-10,2025-08-01,-0.9393,neg
B07HRJ2VPK,1,customer_review-R2LV5BPQE3JTO6,5.0 out of 5 stars,5.0,Biankitten,"Reviewed in the United States on August 6, 2025","If you’re a fan of classic boba milk tea, this is a must-try! This is my second favorite flavor from Boba Protein family. It’s delicious, indulgent, and doesn’t taste like your average protein shake. I blend it with milk and a scoop of Vital Proteins Collagen for a 45g protein boost. This milk tea protein powder satisfies my boba cravings in a much healthier way and has been a go-to throughout my health journey. So happy I found this brand!",True,0,Flavor Name: Classic Milk Tea Size: 25 Servings,Classic Milk Tea,2025-08-06,2025-08-01,0.9708,pos
B07HRJ2VPK,1,customer_review-RYUCCM1CS6PLU,3.0 out of 5 stars,3.0,Cody,"Reviewed in the United States on August 5, 2025","Flavor of the resembles milk tea. When adding just water, it will have that watered down taste. It mixes decently well, but does ocassionally get clumped. There is no noticable odor. The only downside is the bag is not very sealable. Tried numerous times to get the bag to seal, but it would not seal. Had to use a clamp to keep the bag seal. Comes with a scoop for measurements. Overall not bad, but definitely needs a better packaging method.",True,0,Flavor Name: Classic Milk Tea Size: 25 Servings,Classic Milk Tea,2025-08-05,2025-08-01,0.4382,pos
B07HRJ2VPK,1,customer_review-R2W13XTAEMY7BY,1.0 out of 5 stars,1.0,SilverMuse,"Reviewed in the United States on July 31, 2025",Do not buy this product! This is an unethical product. Tried to enjoy but looked into the brand and saw that it is not honest. Flavors and creativity like this is stolen from other brands (esp ones that haven’t even started yet). Cannot for the life of me enjoy this flavor or any flavor. Horrible,True,0,Flavor Name: Classic Milk Tea Size: 25 Servings,Classic Milk Tea,2025-07-31,2025-07-01,-0.4579,neg
B07HRJ2VPK,1,customer_review-R3I46XSU8MBHCV,4.0 out of 5 stars,4.0,Amazon Customer,"Reviewed in the United States on July 31, 2025","I really like the flavor and it's one of my favorite protein powders, HOWEVER if you have anxiety or are someone who gets affected by caffeine you might want to stay away.",True,0,Flavor Name: Classic Milk Tea Size: 25 Servings,Classic Milk Tea,2025-07-31,2025-07-01,0.5849,pos
B07HRJ2VPK,1,customer_review-R2GDMKJN6LN3IU,5.0 out of 5 stars,5.0,Cindy,"Reviewed in the United States on July 31, 2025","The order came in pretty quick, I'll say it got at my house within three days. When I opened the bag, the powder smelled very delicious, sorta like Chocolate-flavored Nesquik. I used a blender to make mine with a cup of water and a cup of Oat milk which is very delicious. I don't see any issue with any clumsiness. It does get a bit foamy but I believe it's due to the blender. The other day, I had some regular milk tea at the mall and nearly couldn't finish it because it was so sweet. I really like how Boba Tea Protein is not very sweet but still very delicious and easy to drink. It is also low in calories compared to other protein drinks. I will definitely buy more flavors just so I have more to choose from.",True,0,Flavor Name: Classic Milk Tea Size: 25 Servings,Classic Milk Tea,2025-07-31,2025-07-01,0.9875,pos
B07HRJ2VPK,2,customer_review-R2VCTH7M6V2UAC,1.0 out of 5 stars,1.0,V,"Reviewed in the United States on July 26, 2025",Taste is awful. I couldn’t even finish a cup of one scoop of the coffee flavor blended with banana and oat milk. The smell of the powder on its own is disgusting so I’m not sure why I even tried to drink it. The sugar additives are both extremely bitter and overly sweet at the same time. I got sucked in by an instagram add and I love boba tea so I was hoping this might be good but it’s horrible. Stick with your usual protein.,True,0,Flavor Name: Vietnamese Coffee Size: 19 Servings,Vietnamese Coffee,2025-07-26,2025-07-01,-0.7353,neg
B07HRJ2VPK,2,customer_review-ROT3KKDBIZYAZ,5.0 out of 5 stars,5.0,Skylar,"Reviewed in the United States on July 26, 2025","I usually hate protein powder it's chalky, chunky, the taste is off, and the fake sugars bother me. This one is seriously so good!! I added half oatmilk and half water and used more than the 8 oz recommended on the package. I also added collagen powder. It was super smooth and sily, didn't have any weird taste. If I hadn't bought it I would NEVER have realized it had protein powder in it. I opted for the milk tea since it had more caffeine and Im using it to start my day. Absolutely love and will buy again.",True,2,Flavor Name: Classic Milk Tea Size: 25 Servings,Classic Milk Tea,2025-07-26,2025-07-01,0.4472,pos
B07HRJ2VPK,2,customer_review-R30PUJ71IXGLK8,4.0 out of 5 stars,4.0,T. Y.,"Reviewed in the United States on July 24, 2025","This is my second time buying this whey. I love boba tea however lately I have been trying to cut back on the boba drinks due to the calories and amount of carbohydrates ingested. I think the size, protein content and mix ability are great! It is not hard at all, i follow the instructions and mix a 2:1 ratio of almond milk and water, shake my bottle and it’s ready to be consumed. It tastes absolutely amazing and I love it!!!! I wish it was a bit more affordable hence I am taking one star.",True,2,Flavor Name: Classic Milk Tea Size: 25 Servings,Classic Milk Tea,2025-07-24,2025-07-01,0.9743,pos
B07HRJ2VPK,2,customer_review-RAP02BBPF24KP,5.0 out of 5 stars,5.0,Dorian,"Reviewed in the United States on July 23, 2025",Best tasting protein for the price. I mix mine with coconut milk and its perfect. I mix it in a blender with some cologne and pore it over ice. Its lasting a long time. I hope the protein content is correct. I know AMZN likes to sell... alternative ingredients according to the original creators of a lot of products. Either way its delicious!,True,0,Flavor Name: Classic Milk Tea Size: 25 Servings,Classic Milk Tea,2025-07-23,2025-07-01,0.9633,pos
B07HRJ2VPK,2,customer_review-R20XTGD1DRQQZ0,5.0 out of 5 stars,5.0,Hung N.,"Reviewed in the United States on July 23, 2025","Love it! Taste just like the good old milk tea, it also has caffeine so I can skip the coffee making!",True,0,Flavor Name: Classic Milk Tea Size: 25 Servings,Classic Milk Tea,2025-07-23,2025-07-01,0.8802,pos
B07HRJ2VPK,2,customer_review-R3FAZCJK2O3S03,1.0 out of 5 stars,1.0,hiscout,"Reviewed in the United States on July 23, 2025","I used to love their other flavors (Matcha and Taro) and was excited to have this as a morning coffee substitute.  It was absolutely disgusting.  Not just typical ""junk protein shake tasted"", but truly tasted incredibly chemical-like, and was undrinkable past a sip or two. I dont know if I got a bad batch, or if that's what it tastes like, but Im not wasting more money to try again and find out.",True,0,Flavor Name: Vietnamese Coffee Size: 19 Servings,Vietnamese Coffee,2025-07-23,2025-07-01,0.7041,pos
B07HRJ2VPK,2,customer_review-RMKX5R3ACTT1R,3.0 out of 5 stars,3.0,Kiki,"Reviewed in the United States on July 22, 2025",First time buying this product off Amazon and not the retailer site. The font on the packaging is a bit off and the product itself is has many clumps after shaken which wasn't an issue from the product purchased off the retail site. Not sure if the product itself have changes.,True,0,Flavor Name: Vietnamese Coffee Size: 19 Servings,Vietnamese Coffee,2025-07-22,2025-07-01,-0.1436,neg
B07HRJ2VPK,2,customer_review-RNGUGY1W5TXPW,5.0 out of 5 stars,5.0,kindra morris,"Reviewed in the United States on July 20, 2025","To me, this tastes EXACTLY like a classic boba tea. The powder dissolves extremely well and I've used both a shaker and a hand mixer to test it. It does not have any gritty consistency. I will definitely be buying this again!",True,0,Flavor Name: Classic Milk Tea Size: 25 Servings,Classic Milk Tea,2025-07-20,2025-07-01,0.8775,pos
B07HRJ2VPK,2,customer_review-R2DN9LR1S5KNYK,5.0 out of 5 stars,5.0,Cathy Y,"Reviewed in the United States on July 19, 2025","Love this brand and flavor! I tried milk tea, strawberry hibiscus, mango and Vietnamese coffee and they are all delicious.",True,0,Flavor Name: Vietnamese Coffee Size: 19 Servings,Vietnamese Coffee,2025-07-19,2025-07-01,0.8478,pos
B07HRJ2VPK,2,customer_review-R1ZXZ0YBDCNHDD,3.0 out of 5 stars,3.0,Maria Z.,"Reviewed in the United States on July 19, 2025","Much too sweet, but an awesome concept. Consistency is nice and it mixes well. Similar texture to Vietnamese coffee, if not a bit thicker. Wish there was less monk fruit.",False,0,Flavor Name: Vietnamese Coffee Size: 19 Servings,Vietnamese Coffee,2025-07-19,2025-07-01,0.9024,pos
B07HRJ2VPK,3,customer_review-R27L75A4BIBVG4,3.0 out of 5 stars,3.0,Barbmom,"Reviewed in the United States on July 19, 2025",I could not get this to disolve even with a blender.  It tasted awful.  I threw it away.,True,0,Flavor Name: Vietnamese Coffee Size: 19 Servings,Vietnamese Coffee,2025-07-19,2025-07-01,-0.4588,neg
B07HRJ2VPK,3,customer_review-R2FFW3W7BGYLPF,5.0 out of 5 stars,5.0,I.T. Process Monkey,"Reviewed in the United States on July 15, 2025",Best protein powder I’ve tried! (And I must have tried a dozen at least.),True,0,Flavor Name: Classic Milk Tea Size: 25 Servings,Classic Milk Tea,2025-07-15,2025-07-01,0.6696,pos
B07HRJ2VPK,3,customer_review-R3224YSEM1LQK3,3.0 out of 5 stars,3.0,Jess Liu,"Reviewed in the United States on July 11, 2025","The flavor is awesome. But it gave me rashes. I would say if you are even slightly allergic to milk, be careful with this. I drink premier protein all the time, which also has milk in it, but I never have a problem. however, my body doesn't react very well to this brand.",True,0,Flavor Name: Classic Milk Tea Size: 25 Servings,Classic Milk Tea,2025-07-11,2025-07-01,0.3464,pos
B07HRJ2VPK,3,customer_review-R9L0IROGTI7PS,5.0 out of 5 stars,5.0,William Tang,"Reviewed in the United States on July 4, 2025",I like the taste of it! Been drinking the bag for a while now and thinking about buying it again. Maybe try another flavor this time.,True,0,Flavor Name: Classic Milk Tea Size: 25 Servings,Classic Milk Tea,2025-07-04,2025-07-01,0.4199,pos
B07HRJ2VPK,3,customer_review-R3RIPSZ6QQYGVR,3.0 out of 5 stars,3.0,Lydia Moore,"Reviewed in the United States on June 24, 2025","This was super sweet and had a terrible after taste. Some people may enjoy the extra sweet taste so I gave it a higher rating, but the after taste of the monk fruit was so bad I threw it out after one sip. Gross to me, but others found it enjoyable.",True,0,Flavor Name: Vietnamese Coffee Size: 19 Servings,Vietnamese Coffee,2025-06-24,2025-06-01,-0.4655,neg
B07HRJ2VPK,3,customer_review-RZB4Z87E13VSY,5.0 out of 5 stars,5.0,Victoria Verderosa,"Reviewed in the United States on June 21, 2025","OMG yum. Mixes well, tastes amazing.",True,0,Flavor Name: Classic Milk Tea Size: 25 Servings,Classic Milk Tea,2025-06-21,2025-06-01,0.7096,pos
B07HRJ2VPK,3,customer_review-R3L2P4E51OD3KW,5.0 out of 5 stars,5.0,Mervin,"Reviewed in the United States on June 18, 2025","I'm Viet. I have family that runs their own coffee shop. This is great stuff. I drink this because its simple and has protein + caffeine for my workouts, which is basically exactly what I've been wanting. I got tired of regular protein shake flavors so the Viet coffee and milk tea protein flavors are perfect for me. It tastes strong just like regular Viet coffee on its own but you can add stuff like condensed milk if you want it even more authentic.",True,3,Flavor Name: Vietnamese Coffee Size: 19 Servings,Vietnamese Coffee,2025-06-18,2025-06-01,0.8481,pos
B07HRJ2VPK,3,customer_review-R1MVZ6EVTH3C5P,5.0 out of 5 stars,5.0,Rachel Borchelt,"Reviewed in the United States on June 18, 2025","Why did you pick this product vs others?: Second purchase --- the regular Milk Tea is a favorite in our house! It is one of the best tasting protein powders I have ever tried by itself (typically, powders feel too chalky or have a chemical aftertaste and I get none of that from this), but I like to mix it with a dab of creamer and a squirt of peach mio for my go-to morning drink. I do typically mix it in a blender but have never had issues with consistency. Also have tried hot coffee in it; just be aware if the coffee is too hot you will separate the milk powder. Taste: It tastes like a sweet milk by itself. Hard to tell it's a protein powder once mixed into water or milk. Mixability: It has become the base for a protein-packed breakfast drink in our house. Coffee, matcha powder, different flavor drink enhancers, flavored creamer all can be combined in it.",True,1,Flavor Name: Classic Milk Tea Size: 25 Servings,Classic Milk Tea,2025-06-18,2025-06-01,0.8871,pos
B07HRJ2VPK,3,customer_review-R2I8FOLSBJF4CK,5.0 out of 5 stars,5.0,luv2read,"Reviewed in the United States on June 12, 2025","I had been thinking of purchasing this for a while and finally decided to bite the bullet since I’ve been trying to get more protein in each day. One thing that was important to me was clean ingredients. This protein has clean ingredients, using monk fruit for the sweetener unlike many brands who choose to use sucralose. Another thing that was important to me was high protein. This has 25g of protein per scoop, which is higher than many other brands. The powder mixed well and tasted just like milk tea. I really enjoyed it!",True,2,Flavor Name: Classic Milk Tea Size: 25 Servings,Classic Milk Tea,2025-06-12,2025-06-01,0.944,pos
B07HRJ2VPK,3,customer_review-R2OC3AOURCAK44,5.0 out of 5 stars,5.0,KB,"Reviewed in the United States on June 9, 2025","Amazing product! It tastes great and blends smoothly. I wish it was a bit more affordable, but the ingredients are clean and the bag is huge, so I get it. I won't go back to Orgain after trying this.",True,0,Flavor Name: Classic Milk Tea Size: 25 Servings,Classic Milk Tea,2025-06-09,2025-06-01,0.9117,pos
B07HRJ2VPK,4,customer_review-R2UL2UECDD5HJF,1.0 out of 5 stars,1.0,Jay Koi,"Reviewed in the United States on June 9, 2025","When I opened the bag, it didn’t have the scent of tea, but something like a chalky dry milk. I've mixed this product with water, cow’s milk, alternative milks (almond, soy, oat, kheffir), espresso, tea and already made milk teas; yet all the results were the same. I didn't get any of that reminiscent “milk tea” taste or flavor like I would from a boba tea store (like Lan Fong Yuen in Hong Kong). This product tasted more like a sweet cereal milk (like the overly sweet milk you get after you eat half a box of sugary of Frosted Flakes). I’m chef trying to eat healthier, but I didn’t quite feel healthy after drinking this with the recommended 1 scoop right before working a dinner a service. The only thing I did enjoy about this specific flavor was that it mixed well with an already made cup of milk tea or a strong dark overly steeped tea, and that I would poop so good after! I’ve tried a few of the other Boba Protein products and those seemed okay, however, this particular product wasn’t worth the value for the money and the quality of flavor wasn’t there either.",True,6,Flavor Name: Classic Milk Tea Size: 25 Servings,Classic Milk Tea,2025-06-09,2025-06-01,0.9924,pos
B07HRJ2VPK,4,customer_review-R2MLAM8RN8RBRS,1.0 out of 5 stars,1.0,Amazon Customer,"Reviewed in the United States on June 4, 2025",Tastes terrible. Taste of monk fruit is overpowering. Almost no coffee taste.,True,0,Flavor Name: Vietnamese Coffee Size: 19 Servings,Vietnamese Coffee,2025-06-04,2025-06-01,-0.6133,neg
B07HRJ2VPK,4,customer_review-R2SCKMY3FB57L4,1.0 out of 5 stars,1.0,REEs,"Reviewed in the United States on June 3, 2025",tastes very very stale and bad.,True,0,Flavor Name: Vietnamese Coffee Size: 19 Servings,Vietnamese Coffee,2025-06-03,2025-06-01,-0.5809,neg
B07HRJ2VPK,4,customer_review-R2DR7OQSH15WQ5,4.0 out of 5 stars,4.0,Sophie,"Reviewed in the United States on June 3, 2025","I wanted to give this five stars but I took one away because it is way too sweet. With that being said, I was looking for a protein powder that did not taste like protein powder and this is it! The consistency is also not thick so that's fantastic for me. Highly recommend this, just be prepared for the sweetness.",True,3,Flavor Name: Vietnamese Coffee Size: 19 Servings,Vietnamese Coffee,2025-06-03,2025-06-01,0.96,pos
B07HRJ2VPK,4,customer_review-R39EUUXQU6V80H,5.0 out of 5 stars,5.0,Kimberly Lopez,"Reviewed in the United States on June 2, 2025",I bought the Boba Milk Tea for my husband and I to try. It is AMAZING! I drink it with half milk & half water while my husband mixes it with just milk. It’s delicious and mixes well. I love that it doesn’t have “natural flavors” like other protein powders. We are going to make ice cream with it! This is a great alternative to the sugary Boba drinks out there which we love but avoid. Great product!!!,True,1,Flavor Name: Classic Milk Tea Size: 25 Servings,Classic Milk Tea,2025-06-02,2025-06-01,0.9595,pos
B07HRJ2VPK,4,customer_review-R19DBXQ96XQDZ,5.0 out of 5 stars,5.0,Mv,"Reviewed in the United States on June 2, 2025","Best tasting protein powder I’ve ever tasted. Have the milk tea, taro, and matcha. Can’t taste the whey at all and it’s great for making ice cream.",True,0,Flavor Name: Classic Milk Tea Size: 25 Servings,Classic Milk Tea,2025-06-02,2025-06-01,0.8519,pos
